meeting_file,meeting_title,meeting_date,councillor,status
County_Council_Meeting_09_12_24_Minutes,County Council Meeting Minutes - 9th December 2024,2024-12-09,John Fleming,apology
County_Council_Meeting_10_02_25_Minutes_0,County Council Meeting Minutes - 10th February 2025,2025-02-10,Codd,apology
County_Council_Meeting_10_02_25_Minutes_0,County Council Meeting Minutes - 10th February 2025,2025-02-10,Michael Sheehan,apology
County_Council_Meeting_10_02_25_Minutes_0,County Council Meeting Minutes - 10th February 2025,2025-02-10,Browne,apology
County_Council_Meeting_10_02_25_Minutes_0,County Council Meeting Minutes - 10th February 2025,2025-02-10,Fleming,apology
County_Council_Meeting_10_02_25_Minutes_0,County Council Meeting Minutes - 10th February 2025,2025-02-10,Paddy Kavanagh,apology
County_Council_Meeting_10_02_25_Minutes_0,County Council Meeting Minutes - 10th February 2025,2025-02-10,Carthy,apology
County_Council_Meeting_10_02_25_Minutes_0,County Council Meeting Minutes - 10th February 2025,2025-02-10,Tom Forde,apology
County_Council_Meeting_10_02_25_Minutes_0,County Council Meeting Minutes - 10th February 2025,2025-02-10,Aoife Rose O’Brien,apology
County_Council_Meeting_10_02_25_Minutes_0,County Council Meeting Minutes - 10th February 2025,2025-02-10,"Ger Carthy 
Leas Cathaoirleach",apology
County_Council_Meeting_10_02_25_Minutes_0,County Council Meeting Minutes - 10th February 2025,2025-02-10,John Fleming,apology
County_Council_Meeting_10_03_25_Minutes,County Council Meeting Minutes - 10th March 2025,2025-03-10,"Pip Breen  
Cathaoirleach",apology
County_Council_Meeting_10_03_25_Minutes,County Council Meeting Minutes - 10th March 2025,2025-03-10,Michael Sheehan,apology
County_Council_Meeting_10_03_25_Minutes,County Council Meeting Minutes - 10th March 2025,2025-03-10,Sheehan,apology
County_Council_Meeting_10_03_25_Minutes,County Council Meeting Minutes - 10th March 2025,2025-03-10,Carthy,apology
County_Council_Meeting_10_03_25_Minutes,County Council Meeting Minutes - 10th March 2025,2025-03-10,Lisa Mcdonald,apology
County_Council_Meeting_10_03_25_Minutes,County Council Meeting Minutes - 10th March 2025,2025-03-10,Ger Carthy,apology
County_Council_Meeting_10_03_25_Minutes,County Council Meeting Minutes - 10th March 2025,2025-03-10,Garry Laffan,apology
County_Council_Meeting_10_03_25_Minutes,County Council Meeting Minutes - 10th March 2025,2025-03-10,Craig Doyle,apology
County_Council_Meeting_10_03_25_Minutes,County Council Meeting Minutes - 10th March 2025,2025-03-10,Aoife Rose O'Brien,apology
County_Council_Meeting_10_03_25_Minutes,County Council Meeting Minutes - 10th March 2025,2025-03-10,Tom Forde,apology
County_Council_Meeting_11_11_24_Minutes,County Council Meeting Minutes - 11th November 2024,2024-11-11,"Pip Breen  
Cathaoirleach",apology
County_Council_Meeting_11_11_24_Minutes,County Council Meeting Minutes - 11th November 2024,2024-11-11,Michael Sheehan,apology
County_Council_Meeting_11_11_24_Minutes,County Council Meeting Minutes - 11th November 2024,2024-11-11,Frank Staples,apology
County_Council_Meeting_11_11_24_Minutes,County Council Meeting Minutes - 11th November 2024,2024-11-11,Forde’S October,apology
County_Council_Meeting_11_11_24_Minutes,County Council Meeting Minutes - 11th November 2024,2024-11-11,"John O’Rourke 

Frank  

Robbie",apology
County_Council_Meeting_11_11_24_Minutes,County Council Meeting Minutes - 11th November 2024,2024-11-11,Walsh,apology
County_Council_Meeting_11_11_24_Minutes,County Council Meeting Minutes - 11th November 2024,2024-11-11,O’Brien,apology
County_Council_Meeting_12_05_25_Minutes,County Council Meeting Minutes - 12th May 2025,2025-05-12,"Pip Breen  
Cathaoirleach",apology
County_Council_Meeting_12_05_25_Minutes,County Council Meeting Minutes - 12th May 2025,2025-05-12,"Aoife Rose O’Brien 

Page",apology
County_Council_Meeting_12_05_25_Minutes,County Council Meeting Minutes - 12th May 2025,2025-05-12,Sullivan,apology
County_Council_Meeting_12_05_25_Minutes,County Council Meeting Minutes - 12th May 2025,2025-05-12,Carthy,apology
County_Council_Meeting_12_05_25_Minutes,County Council Meeting Minutes - 12th May 2025,2025-05-12,Kelly’S,apology
County_Council_Meeting_12_05_25_Minutes,County Council Meeting Minutes - 12th May 2025,2025-05-12,Vicky Barron,apology
County_Council_Meeting_12_05_25_Minutes,County Council Meeting Minutes - 12th May 2025,2025-05-12,Murphy,apology
County_Council_Meeting_12_05_25_Minutes,County Council Meeting Minutes - 12th May 2025,2025-05-12,Barbara-Anne Murphy,apology
County_Council_Meeting_12_05_25_Minutes,County Council Meeting Minutes - 12th May 2025,2025-05-12,Boland,apology
County_Council_Meeting_13_01_25_Minutes_0,County Council Meeting Minutes - 13th January 2025,2025-01-13,"Pip Breen  
Cathaoirleach",apology
County_Council_Meeting_13_01_25_Minutes_0,County Council Meeting Minutes - 13th January 2025,2025-01-13,Brid,apology
County_Council_Meeting_13_01_25_Minutes_0,County Council Meeting Minutes - 13th January 2025,2025-01-13,Aoife Rose O' Brien,apology
County_Council_Meeting_13_01_25_Minutes_0,County Council Meeting Minutes - 13th January 2025,2025-01-13,Craig Doyle,apology
County_Council_Meeting_13_01_25_Minutes_0,County Council Meeting Minutes - 13th January 2025,2025-01-13,Aoife Rose O'Brien,apology
County_Council_Meeting_13_01_25_Minutes_0,County Council Meeting Minutes - 13th January 2025,2025-01-13,Tom Forde,apology
County_Council_Meeting_14_04_25_Minutes,County Council Meeting Minutes - 14th April 2025,2025-04-14,"Pip Breen  
Cathaoirleach",apology
County_Council_Meeting_14_04_25_Minutes,County Council Meeting Minutes - 14th April 2025,2025-04-14,John Dwyer,apology
County_Council_Meeting_14_04_25_Minutes,County Council Meeting Minutes - 14th April 2025,2025-04-14,Michael Sheehan,apology
County_Council_Meeting_14_04_25_Minutes,County Council Meeting Minutes - 14th April 2025,2025-04-14,"Jackser Owens 

Michael",apology
County_Council_Meeting_14_04_25_Minutes,County Council Meeting Minutes - 14th April 2025,2025-04-14,Carthy,apology
County_Council_Meeting_14_04_25_Minutes,County Council Meeting Minutes - 14th April 2025,2025-04-14,Craig Doyle,apology
County_Council_Meeting_14_04_25_Minutes,County Council Meeting Minutes - 14th April 2025,2025-04-14,Tom Forde,apology
County_Council_Meeting_14_04_25_Minutes,County Council Meeting Minutes - 14th April 2025,2025-04-14,Aoife Rose O’Brien,apology
County_Council_Meeting_14_04_25_Minutes,County Council Meeting Minutes - 14th April 2025,2025-04-14,Joe Sullivan,apology
County_Council_Meeting_14_10_24_Minutes,County Council Meeting Minutes - 14th October 2024,2024-10-14,Fionnt,apology
County_Council_Meeting_14_10_24_Minutes,County Council Meeting Minutes - 14th October 2024,2024-10-14,Marty Murphy,apology
County_Council_Meeting_14_10_24_Minutes,County Council Meeting Minutes - 14th October 2024,2024-10-14,"Pip Breen  
Cathaoirleach",apology
County_Council_Meeting_14_10_24_Minutes,County Council Meeting Minutes - 14th October 2024,2024-10-14,Michael Sheehan,apology
County_Council_Meeting_14_10_24_Minutes,County Council Meeting Minutes - 14th October 2024,2024-10-14,Leonard Kelly,apology
County_Council_Meeting_14_10_24_Minutes,County Council Meeting Minutes - 14th October 2024,2024-10-14,Aoife Rose O'Brien,apology
County_Council_Meeting_14_10_24_Minutes,County Council Meeting Minutes - 14th October 2024,2024-10-14,Tom Forde,apology
County_Council_Meeting_14_10_24_Minutes,County Council Meeting Minutes - 14th October 2024,2024-10-14,John Fleming,apology
County_Council_Meeting_Mins_2024_07_08,County Council Meeting Minutes - 8th July 2024,2024-07-08,O’Brien’S,apology
County_Council_Meeting_Mins_2024_07_08,County Council Meeting Minutes - 8th July 2024,2024-07-08,Fionnt,apology
County_Council_Meeting_Mins_2024_07_08,County Council Meeting Minutes - 8th July 2024,2024-07-08,"Pip Breen  
Cathaoirleach",apology
County_Council_Meeting_Mins_2024_07_08,County Council Meeting Minutes - 8th July 2024,2024-07-08,Browne,apology
County_Council_Meeting_Mins_2024_07_08,County Council Meeting Minutes - 8th July 2024,2024-07-08,Tom Forde,apology
County_Council_Meeting_Mins_2024_07_08,County Council Meeting Minutes - 8th July 2024,2024-07-08,Aoife Rose O’Brien,apology
County_Council_Meeting_Mins_2024_07_08,County Council Meeting Minutes - 8th July 2024,2024-07-08,Paddy Kavanagh,apology
Final%20County%20Council%20Meeting%2008%20May%2017,Council minutes 8 May 2017,2017-05-08,Leader Leader,apology
Final-County-Council-Meeting-08-07-19,Final County Council Meeting 8th July 2019,2019-07-08,Mary Farrell,apology
Final-County-Council-Meeting-08-07-19,Final County Council Meeting 8th July 2019,2019-07-08,Lawlor,apology
Final-County-Council-Meeting-08-07-19,Final County Council Meeting 8th July 2019,2019-07-08,Hynes,apology
Final-County-Council-Meeting-09-04-18,Council minutes 9 April 2018,2018-04-09,Tony  Walsh,apology
Final-County-Council-Meeting-09-04-18,Council minutes 9 April 2018,2018-04-09,Fergie  Kehoe,apology
Final-County-Council-Meeting-09-04-18,Council minutes 9 April 2018,2018-04-09,Johnny  Mythen,apology
Final-County-Council-Meeting-09-04-18,Council minutes 9 April 2018,2018-04-09,O’Connell,apology
Final-County-Council-Meeting-09-04-18,Council minutes 9 April 2018,2018-04-09,Jim Moore,apology
Final-County-Council-Meeting-09-04-18,Council minutes 9 April 2018,2018-04-09,Paddy Kavanagh,apology
Final-County-Council-Meeting-09-12-19,Final County Council Meeting 9th December 2019,2019-12-09,Jim Codd,apology
Final-County-Council-Meeting-09-12-19,Final County Council Meeting 9th December 2019,2019-12-09,George Lawlor,apology
Final-County-Council-Meeting-09-12-19,Final County Council Meeting 9th December 2019,2019-12-09,Lisa Mcdonald,apology
Final-County-Council-Meeting-09-12-19,Final County Council Meeting 9th December 2019,2019-12-09,John Hegarty,apology
Final-County-Council-Meeting-09-12-19,Final County Council Meeting 9th December 2019,2019-12-09,Forde,apology
Final-County-Council-Meeting-09.07.18,Council minutes 9 July 2018,2018-07-09,Fionnt,apology
Final-County-Council-Meeting-09.07.18,Council minutes 9 July 2018,2018-07-09,Malcolm Byrne,apology
Final-County-Council-Meeting-09.07.18,Council minutes 9 July 2018,2018-07-09,Fleming,apology
Final-County-Council-Meeting-09.07.18,Council minutes 9 July 2018,2018-07-09,Johnny Mythen,apology
Final-County-Council-Meeting-09.07.18,Council minutes 9 July 2018,2018-07-09,Jim Moore,apology
Final-County-Council-Meeting-09.07.18,Council minutes 9 July 2018,2018-07-09,Tom Forde,apology
Final-County-Council-Meeting-09.07.18,Council minutes 9 July 2018,2018-07-09,Forde,apology
Final-County-Council-Meeting-09.07.18,Council minutes 9 July 2018,2018-07-09,John,apology
Final-County-Council-Meeting-09.07.18,Council minutes 9 July 2018,2018-07-09,Thomas,apology
Final-County-Council-Meeting-09.07.18,Council minutes 9 July 2018,2018-07-09,Mary Farrell,apology
Final-County-Council-Meeting-09.07.18,Council minutes 9 July 2018,2018-07-09,John Fleming,apology
Final-County-Council-Meeting-11-06-18_0,Council minutes 11 June 2018,2018-06-11,David Hynes,apology
Final-County-Council-Meeting-11-06-18_0,Council minutes 11 June 2018,2018-06-11,Malcolm Byrne,apology
Final-County-Council-Meeting-11-06-18_0,Council minutes 11 June 2018,2018-06-11,Martin Murphy,apology
Final-County-Council-Meeting-11-06-18_0,Council minutes 11 June 2018,2018-06-11,Lisa Mcdonald,apology
Final-County-Council-Meeting-11-06-18_0,Council minutes 11 June 2018,2018-06-11,Ger Carthy,apology
Final-County-Council-Meeting-11-06-18_0,Council minutes 11 June 2018,2018-06-11,Tony Walsh,apology
Final-County-Council-Meeting-11-06-18_0,Council minutes 11 June 2018,2018-06-11,Jim Moore,apology
Final-County-Council-Meeting-11-06-18_0,Council minutes 11 June 2018,2018-06-11,Hynes,apology
Final-County-Council-Meeting-11-06-18_0,Council minutes 11 June 2018,2018-06-11,Tom Forde,apology
Final-County-Council-Meeting-11-06-18_0,Council minutes 11 June 2018,2018-06-11,Forde,apology
Final-County-Council-Meeting-11.03.19,County Council minutes 11 March 2019,2019-03-11,David Hynes,apology
Final-County-Council-Meeting-11.03.19,County Council minutes 11 March 2019,2019-03-11,Fionnt,apology
Final-County-Council-Meeting-11.03.19,County Council minutes 11 March 2019,2019-03-11,Michael Sheehan,apology
Final-County-Council-Meeting-11.03.19,County Council minutes 11 March 2019,2019-03-11,Malcolm Byrne,apology
Final-County-Council-Meeting-11.03.19,County Council minutes 11 March 2019,2019-03-11,Paddy Kavanagh,apology
Final-County-Council-Meeting-11.03.19,County Council minutes 11 March 2019,2019-03-11,"Malcolm Byrne 
Noting",apology
Final-County-Council-Meeting-11.03.19,County Council minutes 11 March 2019,2019-03-11,Johnny Mythen,apology
Final-County-Council-Meeting-11.03.19,County Council minutes 11 March 2019,2019-03-11,Tony Walsh,apology
Final-County-Council-Meeting-11.03.19,County Council minutes 11 March 2019,2019-03-11,Ger Carthy,apology
Final-County-Council-Meeting-11.03.19,County Council minutes 11 March 2019,2019-03-11,Tom Forde,apology
Final-County-Council-Meeting-11.03.19,County Council minutes 11 March 2019,2019-03-11,John Fleming,apology
Final-County-Council-Meeting-12-11-18,Council minutes 12 November 2018,2018-11-12,"Codd 
Nolan’S",apology
Final-County-Council-Meeting-13-05-19,County Council Minutes 13 May 2019,2019-05-13,O’ Brien,apology
Final-County-Council-Meeting-13-05-19,County Council Minutes 13 May 2019,2019-05-13,David Hynes,apology
Final-County-Council-Meeting-13-05-19,County Council Minutes 13 May 2019,2019-05-13,Fionnt,apology
Final-County-Council-Meeting-13-05-19,County Council Minutes 13 May 2019,2019-05-13,Tony Dempsey,apology
Final-County-Council-Meeting-13-05-19,County Council Minutes 13 May 2019,2019-05-13,Pip Breen,apology
Final-County-Council-Meeting-13-05-19,County Council Minutes 13 May 2019,2019-05-13,Malcolm Byrne,apology
Final-County-Council-Meeting-13-05-19,County Council Minutes 13 May 2019,2019-05-13,Michael Sheehan,apology
Final-County-Council-Meeting-13-05-19,County Council Minutes 13 May 2019,2019-05-13,Larry O’Brien,apology
Final-County-Council-Meeting-13-05-19,County Council Minutes 13 May 2019,2019-05-13,Dempsey’S,apology
Final-County-Council-Meeting-13-05-19,County Council Minutes 13 May 2019,2019-05-13,O’  Brien,apology
Final-County-Council-Meeting-13-05-19,County Council Minutes 13 May 2019,2019-05-13,Marie Doyle,apology
Final-County-Council-Meeting-13-05-19,County Council Minutes 13 May 2019,2019-05-13,Martin Murphy,apology
Final-County-Council-Meeting-13-05-19,County Council Minutes 13 May 2019,2019-05-13,Lisa Mcdonald,apology
Final-County-Council-Meeting-13-05-19,County Council Minutes 13 May 2019,2019-05-13,John Hegarty,apology
Final-County-Council-Meeting-13-05-19,County Council Minutes 13 May 2019,2019-05-13,"Willie 

Kavanagh",apology
Final-County-Council-Meeting-13-05-19,County Council Minutes 13 May 2019,2019-05-13,Murphy,apology
Final-County-Council-Meeting-13-05-19,County Council Minutes 13 May 2019,2019-05-13,Hynes,apology
Final-County-Council-Meeting-13-05-19,County Council Minutes 13 May 2019,2019-05-13,John Fleming,apology
Final-County-Council-Meeting-14-05-18,Council minutes 14 May 2018,2018-05-14,David Hynes,apology
Final-County-Council-Meeting-14-05-18,Council minutes 14 May 2018,2018-05-14,Malcolm Byrne,apology
Final-County-Council-Meeting-14-05-18,Council minutes 14 May 2018,2018-05-14,Michael Sheehan,apology
Final-County-Council-Meeting-14-05-18,Council minutes 14 May 2018,2018-05-14,Martin Murphy,apology
Final-County-Council-Meeting-14-05-18,Council minutes 14 May 2018,2018-05-14,Lisa Mcdonald,apology
Final-County-Council-Meeting-14-05-18,Council minutes 14 May 2018,2018-05-14,Ger Carthy,apology
Final-County-Council-Meeting-14-05-18,Council minutes 14 May 2018,2018-05-14,Keith Doyle,apology
Final-County-Council-Meeting-14-05-18,Council minutes 14 May 2018,2018-05-14,Jim Moore,apology
Final-County-Council-Meeting-14-05-18,Council minutes 14 May 2018,2018-05-14,John Fleming,apology
Final-County-Council-Meeting-14-10-19,Final County Council Meeting 14th October 2019,2019-10-14,Fionnt,apology
